学籍番号,名前,IDm,入室時刻,出欠
S004,荒松晴一,012E44A7A518807A,00:00:00,欠席
S005,有福政昭,012E44A7A5159B8D,11:37:26,出席
S008,石長佐久子,012E44A7A5154DAF,15:12:23,欠席
S009,泉川弘仁,012E44A7A51549A3,11:38:02,出席
S011,市之瀬龍治,012E44A7A5156DA9,11:37:33,出席
S023,大野貴暁,012E44A7A5123C39,00:00:00,欠席
S026,小笠公平,012E44A7A5181C82,15:12:10,欠席
S035,貴下紗侑里,012E44A7A5187159,00:00:00,欠席
S045,古明地宏人,012E44A7A5124687,11:37:51,出席
S050,下河内公成,012E44A7A51596B6,00:00:00,欠席
S053,隅田庸介,012E44A7A515BF58,15:12:08,欠席
S059,檀野康昭,012E44A7A5117AA5,00:00:00,欠席
S069,中妻潔志,012E44A7A5188329,15:12:17,欠席
S075,萩間敦大,012E44A7A5158231,15:11:31,欠席
S080,花本圭祐,012E44A7A5184C7F,11:38:39,出席
S082,日髙貴幸,012E44A7A518C560,15:11:39,欠席
S084,平野仰,012E44A7A51853A1,00:00:00,欠席
S088,矢形具美,012E44A7A51869B3,15:11:26,欠席
S092,行田博彦,012E44A7A51586AF,11:37:21,出席
S093,柞木道典,012E44A7A5157F5B,15:11:49,欠席
S095,吉中龍之介,012E44A7A5151E70,11:37:53,出席
S100,渡利雄祐,012E44A7A5112853,15:12:00,欠席
