学籍番号,名前,IDm,入室時刻,出欠
S002,揚村巴絵,012E44A7A518527D,17:14:30,欠席
S006,飯坂新司,012E44A7A515A75C,17:12:49,欠席
S007,池澄晃樹,012E44A7A5158B31,17:14:08,欠席
S012,井手窪克茂,012E44A7A51253C2,17:12:31,欠席
S013,井内早絵子,012E44A7A5157F61,17:13:01,欠席
S014,入澤結香,012E44A7A5156A5A,17:14:11,欠席
S016,浦松拓治,012E44A7A512676D,17:15:02,欠席
S022,大舘俊幸,012E44A7A5123042,17:12:51,欠席
S030,風洋司,012E44A7A518A873,17:12:39,欠席
S033,木口屋一輝,012E44A7A5183188,17:14:20,欠席
S036,木野大右,012E44A7A5185BA4,17:13:37,欠席
S046,作花譲,012E44A7A51538A8,17:12:20,欠席
S051,白鳥一功,012E44A7A512394B,17:14:48,欠席
S055,滝田俊明,012E44A7A5155770,17:15:15,欠席
S061,東矢千裕,012E44A7A512963F,17:13:07,欠席
S066,友藤竜治,012E44A7A5188758,17:14:35,欠席
S067,豊長夢香,012E44A7A518528F,17:12:27,欠席
S074,野焼城司,012E44A7A515729B,17:15:01,欠席
S076,波佐間敬次,012E44A7A5157E58,17:13:47,欠席
S077,蓮池夕加里,012E44A7A5159335,17:14:40,欠席
S090,八武崎榛菜,012E44A7A518A145,17:14:01,欠席
S091,山畑照樹,012E44A7A5128D80,17:13:24,欠席
S096,吉馴典和,012E44A7A518A8B0,17:14:54,欠席
S099,与那豊茂,012E44A7A5188331,17:13:19,欠席
